original,simplified_human,simplified_by_model
이런 가운데 지난 2019년 해당 법률이 또다시 개정되면서 블록별 산업단지가 하나로 통합될 수 있게 됐다. 이에 시는 경기도와 협의를 통해 3개 블록을 합치는 절차를 진행 중이다. 따라서 3개 블록의 각각 업종은 수원델타플렉스라는 하나의 산업단지로 통일(업종 총 30여개·중복 제외)돼 업체들은 이를 신경 쓰지 않아도 되는 등 운신의 폭을 넓힐 수 있게 된다.,"2019년에 법이 다시 바뀌면서 여러 개의 산업단지를 하나로 합칠 수 있게 되었어요. 그래서 수원시는 경기도와 함께 3개의 블록을 합치는 작업을 하고 있어요. 이렇게 되면 3개의 블록에 있는 다양한 회사들이 수원델타플렉스라는 하나의 산업단지로 묶이게 돼요. 이로 인해 회사들은 어떤 업종인지 걱정하지 않아도 되고, 더 많은 기회를 가질 수 있게 돼요.","지난 2019년에 이 법이 다시 바뀌면서, 여러 블록이 하나의 산업단지로 합쳐질 수 있게 되었어요. 그래서 경기도와 협력해서 3개의 블록을 하나로 합치는 방법을 준비하고 있어요. 그래서 3개의 블록의 각각의 산업은 수원델타플렉스라는 하나의 산업단지로 통일될 거예요. 즉, 3개의 블록이 각각의 산업을 모두 합쳐서 하나의 큰 산업단지로 바뀔 거예요. 그래서 업체들은 이 사실을 걱정하지 않아도 되는 상황이 될 거예요."
인천시 육아종합지원센터의 회계운영이 일부 부실한 것으로 드러났다.,인천시의 육아종합지원센터에서 돈 관리가 잘못된 부분이 있는 것으로 나타났어요.,인천시의 육아종합지원센터에서 돈을 관리하는 일이 제대로 안 되고 있는 것으로 보입니다.
"지원 대상은 해외 진출을 고려하고 있으나 해외에 별도 사무실이 없는 창업기업이다. 미국 시애틀, 인도 뉴델리, 싱가포르, 스웨덴 스톡홀름 등의 센터가 운영하는 사무실 공실 현황을 조회하고 이용 신청할 수 있다.","지원 대상은 해외로 나가서 사업을 하고 싶지만, 아직 해외에 사무실이 없는 창업 기업이에요. 미국의 시애틀, 인도의 뉴델리, 싱가포르, 스웨덴의 스톡홀름 같은 곳에 있는 사무실의 빈자리 정보를 확인하고, 그 사무실을 사용하고 싶으면 신청할 수 있어요.","지원 대상은 해외로 나가려고 생각하고 있는 기업이에요. 하지만 해외에 별도의 사무실이 없는 회사라면 신청할 수 있어요. 미국 시애틀, 인도 뉴델리, 싱가포르, 스웨덴 스톡홀름 같은 곳의 사무실 공실 현황을 확인해서 신청할 수 있어요."
낙찰가율은 경매 물건에 대한 시장가격을 책정한 감정가격 대비 실제 낙찰가격을 의미한다. 통상 낙찰가율이 100%선을 넘는다는 것은 매물이 시장가격보다 더 비싼 값에 거래됐다는 것으로 거래 증가·시세 상승 등 과열 여파로 분석된다.,"낙찰가율이란 경매에서 물건을 팔 때, 그 물건의 가격을 얼마나 비싸게 팔았는지를 보여주는 지표야. 낙찰가율이 100%를 넘으면, 그 물건이 시장가격보다 더 비싼 값에 팔렸다는 거야. 그래서 거래가 많아지고 시세가 올라가는 현상이 일어났다고 분석돼.","낙찰가율은 경매에서 물건을 사는 가격과 그 가격이 실제로 팔렸을 때의 가격을 합쳐서 계산한 거예요. 일반적으로 낙찰가율이 100%를 넘는 것은, 물건이 시장 가격보다 더 비싼 가격에 팔렸다는 뜻이에요. 이런 상황이 생기면 거래가 늘어나고 가격이 오르는 영향이 있을 수 있어요."
경제·금융전문가 국내외 명성,경제와 금융에 대해 잘 아는 전문가로서 국내외에서 유명해요.,경제와 금융 전문가들이 우리나라와 다른 나라에서 좋은 평판을 얻고 있어요.
"1990년대생 61명도 상위 구매자 명단에 올랐다. 이들의 주택 매수 건수는 2천695건, 매수 금액은 4천13억 5천998만 원으로 분석됐다.","1990년대에 태어난 61명이 집을 많이 사는 사람 목록에 이름을 올렸어요. 이 사람들이 산 집의 수는 2,695채이고, 그 집을 사는 데 쓴 돈은 4조 13억 5천 998만 원이에요.","1990년대에 태어난 61명의 사람들이 상위 구매자 목록에 올랐어요. 이 사람들은 집을 사서 2,695건을 샀고, 총 4,135억 원을 샀다는 결과가 나왔어요."
부동산 거래 끊겼는데 공인중개사 수는 역대 최고…왜?,"부동산 거래가 줄어들었는데, 공인중개사(부동산을 사고파는 일을 도와주는 사람)의 수는 역사상 가장 많아졌어요. 왜 그럴까요?","부동산 거래가 줄어들었지만, 부동산 중개업인 수는 지금까지 가장 많았어요. 왜 그런 걸까요?"
6·1 지방선거 준비와 농민수당 접수 등으로 읍·면 행정복지센터의 업무량이 가중될 것으로 예상됨에 따라 홍천읍은 군청 일자리경제과에서 직접 신청받는다.,홍천읍에서는 6·1 지방선거 준비와 농민수당 신청 등으로 행정복지센터에서 할 일이 많아질 것이라고 예상하고 있어요. 그래서 군청의 일자리경제과에서 직접 신청을 받기로 했어요.,6·1 지방선거 준비와 농민수당 접수 등으로 읍·면 행정복지센터의 업무량이 늘어날 것으로 보입니다. 그래서 홍천읍은 군청에서 직접 신청할 거예요.
"도시개발 축은 동서 방향인 경강선 역세권과 국도 3호선을 두 개의 주축, 남북 방향인 국도 45호선을 부축 등으로 설정했다.","도시 개발의 중심은 두 가지 방향으로 나뉘어 있어요. 하나는 동쪽과 서쪽 방향으로, 경강선 역 주변과 국도 3호선이 중요한 길이에요. 다른 하나는 남쪽과 북쪽 방향으로, 국도 45호선이 그 길이에요. 이렇게 두 가지 방향을 중심으로 도시를 발전시키려고 해요.",도시개발 축은 동서 방향인 경강선 역세권과 국도 3호선을 두 가지 큰 축으로 만들었어요. 그리고 남쪽 방향인 국도 45호선을 두 번째 축으로 만들었어요.
강릉 공원녹지 조성 주민 의견 수렴,강릉에서 공원과 녹지를 만들기 위해 주민들의 의견을 듣고 있어요.,강릉 공원과 녹지를 만들기 위해 주민들의 의견을 듣고 있어요.
"조특법 개정안의 경우, 1세대 1주택자 특별공제를 올해에 한해 한시 도입하는 내용이 담길 예정이다. 과세표준 산정 시 기본 공제 금액이 현재 11억원인데 조특법 개정을 통해 3억원을 추가 공제하는 것이 골자다.","조특법 개정안에서는 올해 한정으로 1세대 1주택자에게 특별한 세금 혜택을 주기로 했어요. 지금은 세금을 계산할 때 기본적으로 11억 원까지는 공제를 받는데, 이번 개정안으로 3억 원을 더 공제해준다는 내용이에요. 쉽게 말해서, 집이 하나 있는 사람들은 세금을 조금 더 적게 내게 된다는 거예요.","조특법 개정안은 올해 한 달 동안만 특별한 지원을 받을 수 있도록 하는 내용이 있을 거예요. 지금은 한 세대가 한 집만 가지고 있다면 11억 원의 세금 공제를 받을 수 있지만, 이 개정안을 통해 3억 원을 더 추가로 받을 수 있게 될 거예요."
"미국 등 주요국이 긴축에 속도를 내는 가운데, 최근 자금시장 불안까지 겹치면서 국내 채권 시장 금리는 빠르게 치솟고 있다.","미국 같은 큰 나라들이 돈을 아끼기 시작하면서, 최근에는 돈을 빌리는 시장도 불안해지고 있어요. 이 때문에 우리나라의 채권 시장에서 금리가 빠르게 올라가고 있어요.","미국과 다른 나라들이 돈을 더 조심스럽게 관리하면서, 최근에 돈 시장에서 불안정해지면서 국내의 채권 시장 금리가 빠르게 오르고 있어요."
"과거에는 환율이 오르면 수출기업은 오히려 이득을 봄으로써 수출에 의존도 높은 한국경제는 그런대로 방패막이 됐다. 수출제품을 같은 달러화 가격에 팔아도 원화로는 이익이 늘어나는 효과가 있었는데, 지금은 원자재와 에너지, 곡물 가격이 가파르게 오르고 있다. 따라서 원자재·중간재를 수입해 가공하여 완제품을 만들어 수출하는 우리의 산업구조에서는 환율이 급등하더라도 과거와 같은 수출경쟁력 증대 효과를 보지 못하고 있다. 이는 최근 무역 적자가 약 155억 달러로 증가한 현실이 말해주고 있다.","예전에는 환율이 오르면 수출하는 회사들이 오히려 더 많은 돈을 벌 수 있었어요. 그래서 한국 경제는 수출에 많이 의존하면서도 괜찮았죠. 수출하는 물건을 같은 가격에 팔아도, 원화로는 더 많은 이익을 얻을 수 있었거든요. 하지만 지금은 원자재, 에너지, 곡물 같은 것들의 가격이 많이 오르고 있어요. 그래서 원자재와 중간재를 수입해서 가공한 후 완제품을 만들어 수출하는 우리의 산업 구조에서는 환율이 급격히 오르더라도 예전처럼 수출 경쟁력이 높아지지 않고 있어요. 이로 인해 최근 무역 적자가 약 155억 달러로 늘어난 상황을 보여주고 있어요.","과거에는 환율이 오르면 수출 기업은 이득을 보고 수출에 의존하는 한국 경제가 잘 지켜졌어요. 하지만 지금은 원자재와 에너지, 곡물 가격이 빠르게 오르고 있어서, 수출 제품을 같은 달러에 팔면 이익이 늘어나지 않고 있어요. 그래서 수출 기업은 환율이 오르는 상황에서도 과거와 같은 수출 경쟁력을 유지하지 못하고 있는 거예요. 이는 최근에 수출이 155억 달러나 손실을 봤다는 것을 보여주고 있어요."
하지만 레고랜드발 금융위기 사태로 인해 지자체 채무 보증에 대한 신뢰도까지 하락하면서 춘천시가 높은 이자 부담을 떠안게 됐다.,레고랜드 때문에 생긴 금융 문제로 인해 춘천시가 다른 사람들에게 돈을 빌려줄 때 신뢰를 잃었어요. 그래서 춘천시는 돈을 빌릴 때 더 높은 이자를 내야 해서 부담이 커졌어요.,하지만 레고랜드 때문에 돈이 부족해져서 지역 정부가 돈을 빌려주는 것에 대한 신뢰가 떨어지면서 춘천시가 높은 이자 부담을 감당해야 했어요.
"접수 사유별로는 상속 140건 225필지, 증여 98건 127필지, 매수 91건 120필지, 미등기 5건 12필지, 교환 1건 1필지 등으로 집계됐다.","신청 이유를 나누어 보면, 상속은 140건에 225개의 땅, 증여는 98건에 127개의 땅, 매수는 91건에 120개의 땅, 미등기는 5건에 12개의 땅, 교환은 1건에 1개의 땅이 있다고 정리할 수 있어요.","접수된 집의 종류는 다음과 같아요:

*   상속: 140건, 225필지
*   증여: 98건, 127필지
*   매수: 91건, 120필지
*   미등기: 5건, 12필지
*   교환: 1건, 1필지

여기서 '상속'은 가족이나 친척에게 물려받는 것이고, '증여'는 직접 주는 것이고, '매수'는 다른 사람에게 사는 것이고, '미등기'는 아직 등록되지 않은 집이고, '교환'은 서로 다른 집을 바꾸는 것입니다."
최무근 중소기업중앙회 강원지역본부장은 “정부 및 지자체 차원에서 중소기업·소상공인의 부담을 완화할 수 있는 대책을 고려해야 한다”고 말했다.,최무근 중소기업중앙회 강원지역본부장은 “정부와 지방자치단체가 작은 기업과 소상공인들이 힘들지 않게 도와줄 방법을 생각해야 한다”고 말했습니다.,최무근 중소기업중앙회 강원지역본부장은 “정부와 지역에서 중소기업과 소상공인의 부담을 줄일 수 있는 방법을 찾아야 한다”고 말했습니다.
치솟는 금리에 서민 대출이자 ‘눈덩이’,이자율이 많이 올라서 서민들이 빌린 돈의 이자가 점점 더 많이 늘어나고 있어요.,높아진 이자 때문에 서민들이 돈을 빌릴 때 내야 하는 돈이 너무 커지고 있어요.
"올해에 한해 1주택자에 대한 기본공제를 14억원으로, 공정시장가액비율을 100%에서 60%로 낮춘 이후 내년부터 이런 시스템을 정착시키겠다는 것이다.",올해 한 집에 사는 사람들은 세금을 계산할 때 14억 원까지는 기본적으로 공제해 준다고 해. 그리고 집의 가치는 100%에서 60%로 줄어들게 돼. 내년부터는 이런 방식으로 계속 운영할 계획이야.,"올해 한 해 동안 집 하나만 가진 사람들에게 기본 공제를 14억 원으로 정했어요. 그리고 내년부터는 공정시장가액비율을 100%에서 60%로 낮추고, 이 변화를 계속 유지하겠다는 거예요."
