,ID,layout_id,scenario_id,order_inflow_15m,unique_sku_15m,avg_items_per_order,urgent_order_ratio,heavy_item_ratio,cold_chain_ratio,sku_concentration,robot_active,robot_idle,robot_charging,robot_utilization,avg_trip_distance,task_reassign_15m,battery_mean,battery_std,low_battery_ratio,charge_queue_length,avg_charge_wait,congestion_score,max_zone_density,blocked_path_15m,near_collision_15m,fault_count_15m,avg_recovery_time,replenishment_overlap,pack_utilization,manual_override_ratio,avg_delay_minutes_next_30m,warehouse_temp_avg,humidity_pct,day_of_week,external_temp_c,wind_speed_kmh,precipitation_mm,lighting_level_lux,ambient_noise_db,floor_vibration_idx,return_order_ratio,air_quality_idx,co2_level_ppm,hvac_power_kw,wms_response_time_ms,scanner_error_rate,wifi_signal_db,network_latency_ms,worker_avg_tenure_months,safety_score_monthly,label_print_queue,barcode_read_success_rate,ups_battery_pct,lighting_zone_variance,shift_hour,staff_on_floor,forklift_active_count,loading_dock_util,conveyor_speed_mps,prev_shift_volume,avg_package_weight_kg,inventory_turnover_rate,daily_forecast_accuracy,order_wave_count,pick_list_length_avg,express_lane_util,bulk_order_ratio,staging_area_util,cold_storage_temp_c,pallet_wrap_time_min,fleet_age_months_avg,maintenance_schedule_score,robot_firmware_update_days,avg_idle_duration_min,charge_efficiency_pct,battery_cycle_count_avg,agv_task_success_rate,robot_calibration_score,aisle_traffic_score,zone_temp_variance,path_optimization_score,intersection_wait_time_avg,storage_density_pct,vertical_utilization,racking_height_avg_m,cross_dock_ratio,packaging_material_cost,quality_check_rate,outbound_truck_wait_min,dock_to_stock_hours,kpi_otd_pct,backorder_ratio,shift_handover_delay_min,sort_accuracy_pct
149579,TRAIN_149579,WH_062,SC_04605,26.0,21.0,1.35,0.0769,0.0385,0.0769,0.2392,4,9,0,0.3077,,0.0,58.08,16.94,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.053,0.0855,0.0586,6.205807368302186,17.11,51.0,5.0,4.2,16.2,,478.0,,0.4053,0.15,50.5,509.0,8.8,414.0,0.0,-64.5,37.4,74.0,66.8,1.0,0.9902,68.2,0.4594,17.0,37.0,3.0,0.3596,2.28,270.0,2.25,1.39,,,4.58,0.5927,0.2105,0.558,-3.2,4.67,24.5,97.0,7.7,9.3,92.6,268.0,0.8861,86.9,25.9,1.66,95.4,4.88,0.7664,0.2944,3.93,0.1033,2.14,0.0866,,2.93,91.2,0.0541,3.24,99.87
173749,TRAIN_173749,WH_102,SC_08435,299.0,202.0,3.57,0.3579,0.2308,0.2174,0.8064,60,5,4,0.8696,28.29,0.0,52.35,17.11,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0234,39.44675795491286,28.2,,3.0,,,24.6,379.0,84.5,0.1506,,,1200.0,57.2,143.0,,-79.3,27.8,62.0,100.0,0.0,0.9107,,0.6002,17.0,28.0,7.0,0.9189,0.96,,8.28,2.74,0.6345,14.0,4.84,0.8336,0.1666,0.3279,-14.4,3.55,,84.9,28.3,9.4,77.1,199.0,,83.0,11.4,2.07,82.6,2.65,0.8148,0.6928,4.85,0.1403,9.92,0.037,15.7,9.54,71.6,0.0786,8.54,100.0
52679,TRAIN_052679,WH_190,SC_08543,14.0,34.0,5.0,0.0714,,0.0714,0.4625,5,48,0,0.0943,8.88,0.0,64.34,18.4,,0.0,0.0,1.68,0.0189,0.0,0.0,,0.0,0.0809,0.1016,0.065,19.73721735348396,25.95,80.0,4.0,20.0,25.6,18.1,649.0,73.6,0.1004,0.1081,4.5,453.0,68.5,500.0,0.0072,,17.0,57.0,60.5,13.0,0.9188,91.4,0.3321,,7.0,3.0,0.2462,2.33,2024.0,3.31,1.8,0.8211,14.0,8.09,0.1214,0.4095,0.3583,-13.4,2.57,46.3,84.4,,11.16,87.1,294.0,,77.7,48.0,3.31,69.8,2.74,0.7282,0.7292,10.38,0.1039,5.84,0.1314,1.4,6.94,92.5,0.0805,,97.19
154750,TRAIN_154750,WH_030,SC_05170,75.0,121.0,4.35,0.1333,0.2267,0.0533,0.4785,11,59,0,0.1571,15.14,0.0,70.91,17.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454,0.625,0.0361,6.178717303193342,25.35,20.0,2.0,31.5,0.0,1.4,748.0,66.3,0.6465,0.1219,24.3,643.0,54.5,324.0,0.018,-63.7,35.3,39.0,81.6,8.0,0.9685,50.0,0.3475,15.0,31.0,,0.4121,1.45,,,3.94,0.7271,8.0,4.04,0.148,0.2835,0.6241,-17.6,,45.8,74.3,42.3,7.93,,96.0,0.8615,,2.1,3.25,82.5,0.09,0.8928,0.6216,7.62,0.0404,8.57,,24.2,6.31,84.5,0.1582,5.13,98.57
237018,TRAIN_237018,WH_240,SC_08376,44.0,51.0,2.02,,0.0682,0.25,0.2673,8,5,0,0.6154,81.48,,64.4,21.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.7857,0.0196,4.245529853646143,25.96,32.4,4.0,7.4,27.7,9.8,692.0,50.0,0.9139,0.0193,40.1,1148.0,13.8,,0.0417,-52.0,21.6,49.0,80.2,9.0,0.9151,82.3,0.671,3.0,43.0,,0.0913,1.32,2805.0,7.65,3.39,0.8207,15.0,12.51,0.4646,0.2794,0.1693,-5.5,3.61,,87.9,23.4,7.79,,183.0,0.8843,74.2,,,68.6,3.43,0.8371,0.8961,6.15,0.072,6.36,0.1011,,7.6,80.3,,6.34,
176580,TRAIN_176580,WH_192,SC_06783,19.0,133.0,9.11,,0.1579,0.0526,0.2026,6,11,0,0.3529,13.97,0.0,66.52,13.45,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0217,,0.0577,3.4619942705811995,23.29,57.8,1.0,40.0,32.2,10.3,306.0,78.9,0.1317,0.0981,23.4,993.0,47.9,255.0,,-62.0,1.1,,100.0,11.0,0.9258,63.3,1.0,5.0,23.0,3.0,0.4413,2.09,1197.0,5.23,2.45,0.8828,14.0,16.98,0.3485,0.4049,0.3761,-12.7,5.17,33.1,,,2.17,82.9,252.0,0.8932,72.0,20.5,0.69,89.3,4.68,0.5158,0.35,4.12,0.2194,1.84,0.178,1.9,4.13,81.6,0.0419,8.42,93.86
122413,TRAIN_122413,WH_299,SC_09154,6.0,34.0,7.0,0.0,0.1667,0.0,0.1186,2,56,0,0.0345,60.48,,61.36,16.57,0.0,,0.0,5.78,,0.0,0.0,0.0,0.0,0.0,,0.0487,6.997138851274826,17.46,,5.0,-5.0,,12.7,610.0,50.0,0.3153,0.023,65.7,656.0,77.0,181.0,0.0345,-44.2,36.8,62.0,75.6,18.0,0.9006,62.4,,7.0,13.0,,0.4073,2.46,2813.0,5.79,,0.9357,5.0,8.58,0.2208,,0.1515,-16.0,5.45,11.9,91.1,35.6,8.09,84.4,110.0,0.9159,74.6,35.5,,62.6,,0.6689,0.9794,10.09,,3.28,0.0452,7.3,1.47,93.7,0.0103,,
51171,TRAIN_051171,WH_190,SC_08541,,275.0,,0.1683,0.2574,0.1881,0.5511,11,0,42,0.2075,60.82,0.0,25.42,30.0,0.6415,23.0,7.87,18.46,0.0755,1.0,1.0,3.0,4.8,0.0,0.0359,0.0566,27.716972311467387,19.46,30.3,,3.9,,,420.0,90.0,0.43,,17.5,1075.0,32.1,486.0,,-60.4,35.1,37.0,91.6,7.0,0.9514,88.3,0.7784,6.0,27.0,5.0,,2.29,2599.0,,3.61,0.8067,9.0,18.68,0.6107,0.171,0.6384,-2.0,5.54,50.5,78.7,28.9,2.09,82.1,,0.8688,82.4,41.2,1.31,,5.06,0.596,0.806,8.64,0.3601,6.22,0.1468,9.2,12.89,,,0.0,99.11
80543,TRAIN_080543,WH_115,SC_09974,32.0,40.0,,0.1875,0.2188,0.125,0.4697,17,28,7,0.3269,,,50.68,20.1,0.0385,0.0,0.0,4.64,0.0577,1.0,2.0,0.0,0.0,0.0838,0.5714,0.0339,14.947332697719434,28.71,34.5,6.0,27.1,45.8,12.2,700.0,71.4,0.4455,0.0953,69.2,401.0,66.6,197.0,0.0,-59.0,21.9,82.0,77.1,0.0,0.9779,60.6,0.1891,11.0,12.0,,,1.39,3006.0,12.54,2.5,0.7574,8.0,12.22,0.2832,0.1171,0.3946,-13.0,6.26,40.3,98.2,16.6,4.69,81.0,75.0,0.9299,75.8,57.1,2.27,58.2,6.57,0.5235,0.5088,7.52,0.197,2.67,0.0249,10.5,,94.4,0.0949,6.21,94.18
185957,TRAIN_185957,WH_095,SC_09579,152.0,,5.84,0.3421,,0.2171,0.705,11,0,26,0.2973,69.76,0.0,27.07,,0.5405,6.0,5.1,29.47,,0.0,1.0,1.0,3.99,0.0706,0.0694,,25.41587039802604,19.94,29.7,0.0,12.0,22.3,0.3,751.0,68.9,0.2925,0.1319,47.3,400.0,57.2,463.0,0.05,-43.2,37.2,88.0,79.5,11.0,0.9879,58.2,0.872,9.0,29.0,4.0,0.467,2.52,2317.0,10.19,3.46,0.8262,15.0,14.54,0.7249,0.3112,0.592,-6.8,2.75,39.1,,34.5,,87.2,141.0,0.9072,84.2,,1.37,59.7,3.92,0.621,0.7419,8.36,0.1994,2.24,0.1588,6.0,17.66,84.5,0.123,1.58,95.47
237969,TRAIN_237969,WH_129,SC_06090,,57.0,3.57,0.3284,0.2537,0.1791,0.6358,10,0,19,0.3448,98.49,0.0,33.93,25.88,0.3793,,7.29,57.71,0.3103,3.0,2.0,0.0,0.0,0.0234,0.0,0.1368,42.32929430327314,20.13,50.9,,11.6,20.7,20.9,489.0,80.9,0.5413,0.1312,63.6,814.0,44.9,187.0,0.05,-41.3,,82.0,80.1,7.0,0.9156,93.3,0.9629,16.0,18.0,2.0,,2.09,3217.0,10.49,1.88,0.855,8.0,,0.5224,0.1565,,-9.2,1.98,,61.6,42.6,4.69,,,0.8812,80.1,47.6,,55.0,5.46,,0.7554,5.02,,,0.1826,16.5,17.79,81.5,,1.12,93.01
228096,TRAIN_228096,WH_298,SC_03474,125.0,200.0,4.83,0.104,0.32,0.168,,12,1,13,0.4615,45.41,0.0,42.78,30.0,0.3846,,0.0,42.03,0.2308,1.0,0.0,0.0,0.0,0.0,0.8438,,25.234061013104256,29.58,,5.0,-4.1,39.8,9.5,245.0,76.9,0.6624,0.0,48.4,860.0,65.5,,0.0154,-60.8,43.8,26.0,70.8,17.0,,66.3,0.844,7.0,18.0,6.0,,1.66,3641.0,13.38,2.6,0.6078,7.0,9.98,0.2763,0.0888,0.5031,-6.2,4.55,45.2,79.2,1.0,1.82,77.1,,0.9514,87.5,,1.3,90.3,0.71,0.3,0.8432,5.73,0.02,9.06,,19.0,19.33,79.2,0.1359,6.99,96.13
14631,TRAIN_014631,WH_160,SC_06220,94.0,69.0,1.63,0.234,0.2872,0.1489,,14,42,0,0.25,49.69,,67.36,17.88,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.018,1.0,0.0786,9.455627686403387,22.77,46.7,2.0,-1.8,30.8,6.6,,72.0,1.0,0.15,23.3,710.0,22.2,446.0,0.0193,-50.1,1.0,21.0,82.7,,0.9023,,0.7875,6.0,,3.0,0.6827,1.42,1001.0,9.17,3.05,0.8909,11.0,11.4,0.4443,0.1503,0.5027,-0.6,0.62,14.1,76.8,37.2,8.44,83.7,60.0,0.9321,86.5,27.7,2.48,90.6,4.59,0.6792,0.6964,3.91,0.1854,4.78,0.0727,26.7,3.47,84.4,0.1386,0.57,99.06
236380,TRAIN_236380,WH_166,SC_02353,84.0,100.0,2.05,0.0357,0.0476,0.0,,22,6,1,0.7586,23.62,0.0,52.56,16.56,0.069,0.0,0.0,18.02,,3.0,2.0,0.0,0.0,0.0,0.6417,0.055,17.479151410015195,30.0,30.3,5.0,30.0,42.5,,,53.1,0.4422,0.15,,511.0,25.0,378.0,0.0279,-63.0,35.8,110.0,91.7,,0.9444,72.7,,4.0,25.0,3.0,0.319,1.83,1417.0,8.54,2.22,,14.0,10.11,0.571,0.0532,0.6983,-5.5,4.67,24.9,85.9,55.2,3.04,85.8,76.0,0.9882,81.6,,3.68,81.5,7.71,0.7215,0.3964,7.44,0.0676,7.38,0.056,24.8,13.88,86.9,0.0967,1.06,98.25
61260,TRAIN_061260,WH_240,SC_08396,116.0,301.0,6.47,,0.181,0.1724,0.5561,2,0,11,0.1538,28.37,0.0,26.96,,0.4615,0.0,0.0,1.97,0.1538,0.0,0.0,0.0,0.0,0.053,0.0,,14.44516649524406,,30.6,4.0,-5.0,,16.9,558.0,56.1,,0.15,59.8,,70.1,59.0,0.0221,-47.9,44.1,,93.5,11.0,0.9689,84.9,0.5516,8.0,25.0,,,2.97,885.0,7.87,1.94,0.7895,5.0,11.9,0.7111,,0.6999,-1.1,,23.8,78.9,10.2,5.07,88.0,264.0,0.8787,79.1,55.9,0.53,90.6,0.18,0.4566,0.8617,5.65,0.042,1.97,0.1094,,3.72,87.6,0.1286,,99.86
113757,TRAIN_113757,WH_082,SC_03362,,5.0,1.25,0.0,,0.0,0.1923,2,32,0,0.0588,44.43,0.0,65.51,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0421,0.0233,0.0,24.48,45.6,3.0,34.7,30.5,5.0,465.0,83.2,0.4984,,40.1,1030.0,,274.0,0.0365,-31.9,38.2,16.0,64.9,18.0,0.9587,,0.4244,2.0,32.0,4.0,0.0223,2.55,,7.8,2.58,0.7654,5.0,1.04,,0.2178,0.2807,-10.8,2.92,13.9,81.2,52.5,3.07,79.3,134.0,0.8992,83.5,11.5,2.88,82.7,3.95,0.7746,0.4525,,0.1879,1.75,0.0307,3.8,11.06,81.7,0.1184,8.41,99.89
123491,TRAIN_123491,WH_220,SC_08859,178.0,184.0,8.54,0.2079,0.3764,,0.8363,45,20,0,0.6923,42.97,0.0,58.07,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,7.227770750218987,23.19,78.6,,5.8,0.0,25.2,710.0,62.0,,0.0965,14.1,1200.0,,50.0,0.0364,-54.1,35.3,96.0,80.3,,0.9088,,0.8118,4.0,29.0,,0.3847,,3355.0,10.13,3.89,0.644,7.0,19.5,0.4541,0.2006,0.8359,,4.55,,76.0,1.0,8.96,,315.0,0.8871,68.5,1.0,2.02,94.1,3.71,0.8878,0.8837,4.57,,8.72,0.0875,30.0,11.59,74.1,0.0752,9.75,
21487,TRAIN_021487,WH_097,SC_09984,13.0,29.0,,0.0769,0.1538,0.0,0.1196,4,72,0,0.0526,76.84,0.0,59.47,18.51,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.1354,0.0342,12.225560483416643,26.49,61.8,0.0,37.0,50.0,25.1,800.0,67.0,0.2178,,100.0,977.0,56.5,200.0,0.0048,-36.4,39.3,46.0,67.3,1.0,0.9654,63.7,0.191,,24.0,3.0,0.2802,2.0,1859.0,9.02,1.63,0.9538,13.0,13.15,0.2097,0.2832,0.5797,-24.8,6.46,20.9,70.1,22.3,5.76,89.5,193.0,,80.0,27.8,1.92,58.5,0.0,0.4753,0.8865,9.48,0.1768,,0.1943,13.3,15.72,,0.0804,5.31,98.49
88761,TRAIN_088761,WH_179,SC_09616,29.0,39.0,3.28,,0.069,0.069,0.4176,7,16,0,0.3043,43.29,0.0,62.55,15.92,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0229,0.3583,0.023,7.760768721682651,22.8,45.4,4.0,,33.0,22.2,,74.0,0.0857,0.0059,46.5,,10.4,101.0,0.0205,-45.9,50.0,,87.8,12.0,0.9419,97.2,0.2618,1.0,21.0,5.0,0.5259,1.59,2848.0,9.85,3.11,0.9848,5.0,8.08,0.4617,0.0977,0.2037,-21.1,4.07,9.1,74.5,,2.83,90.5,50.0,0.8691,84.4,,1.56,80.4,2.19,0.4839,0.4295,6.35,0.4463,1.86,0.1377,16.7,13.34,81.9,,7.31,95.57
93479,TRAIN_093479,WH_173,SC_04538,63.0,103.0,2.27,0.0317,,0.0794,0.2284,9,43,0,0.1731,36.99,0.0,64.84,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0465,,0.0493,7.268466338476557,17.23,38.1,,3.4,34.8,,301.0,65.1,0.8885,0.1147,36.8,1197.0,71.4,171.0,0.0192,-37.8,48.0,120.0,99.1,0.0,,68.4,0.5653,13.0,20.0,1.0,0.538,1.17,2014.0,4.88,1.71,0.9475,8.0,,0.435,0.2161,0.4782,-9.4,0.95,15.2,95.0,5.9,3.44,85.4,258.0,0.8875,,19.6,1.24,82.6,2.47,0.5487,0.7986,4.64,0.4165,7.45,,14.0,10.02,97.2,0.1074,,
155654,TRAIN_155654,WH_149,SC_01497,68.0,64.0,1.4,0.0588,0.0735,0.0735,0.3101,12,34,0,0.2609,,0.0,67.82,16.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1988,0.0235,3.4353813020014723,18.37,55.1,1.0,9.4,0.9,,,69.5,0.9044,0.1291,93.1,761.0,24.3,279.0,0.0049,-52.9,7.8,57.0,,18.0,0.9679,,0.2177,11.0,9.0,5.0,0.4554,2.8,2363.0,3.85,1.86,0.862,11.0,6.13,0.5249,0.1033,0.2928,-12.6,3.4,45.3,88.0,46.5,2.77,98.4,320.0,0.9279,90.6,,2.73,58.8,4.89,0.647,0.4902,3.43,0.3062,4.33,0.0719,15.6,1.42,92.2,0.1407,8.41,96.74
204895,TRAIN_204895,WH_094,SC_02438,109.0,164.0,7.57,0.1927,0.2661,0.1193,0.784,22,0,30,0.4231,89.08,1.0,32.56,29.21,,19.0,7.5,21.82,0.1731,2.0,1.0,0.0,0.0,0.0571,0.8636,0.1091,37.88166738711591,23.99,47.6,5.0,33.4,49.9,15.3,,56.7,0.3382,0.0173,44.4,1136.0,21.1,450.0,0.0159,,,8.0,,,0.972,81.4,0.5258,14.0,36.0,5.0,0.6296,2.14,2701.0,5.93,,,15.0,11.69,0.5578,0.2584,0.3524,,5.28,51.2,85.0,27.0,8.43,83.2,270.0,0.9129,80.8,59.5,1.7,70.6,6.22,0.4797,0.715,5.69,0.1966,4.48,0.1147,28.2,7.19,85.9,0.1519,4.51,97.04
7878,TRAIN_007878,WH_057,SC_06917,53.0,36.0,1.89,0.0189,0.1509,0.0566,0.4005,13,10,0,0.5652,109.84,0.0,64.68,15.04,0.0,0.0,0.0,6.43,0.087,1.0,0.0,0.0,0.0,0.1084,,0.0983,7.929474628011493,,59.7,4.0,,37.0,0.0,200.0,,0.5963,0.1197,22.0,1200.0,21.1,50.0,0.0487,-71.6,38.6,89.0,80.6,4.0,0.9,79.7,0.2448,9.0,24.0,1.0,0.2333,1.23,1939.0,9.32,2.51,0.925,8.0,10.33,0.4023,0.2211,0.6589,-14.5,2.13,25.0,85.1,50.0,5.11,,181.0,0.9776,78.6,36.5,2.06,53.1,3.89,0.5466,0.6907,3.9,0.1386,7.13,0.1878,12.7,,87.6,0.1367,5.56,94.25
78429,TRAIN_078429,WH_025,SC_04054,,14.0,3.12,0.0,,,0.1737,2,27,0,0.069,55.1,0.0,62.66,14.85,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0581,2.6737009196119863,26.21,22.1,0.0,31.4,,30.0,599.0,63.5,0.6016,0.1438,52.4,1045.0,,475.0,0.0424,-74.5,40.0,57.0,68.6,0.0,,93.3,0.8305,15.0,16.0,3.0,,2.49,683.0,5.2,,0.8874,7.0,2.85,0.3436,,0.1376,-7.5,6.3,14.8,88.8,10.8,9.29,97.3,224.0,0.9339,91.2,10.9,0.82,91.8,,0.4493,0.7311,8.14,0.1963,2.49,0.1482,4.2,12.68,92.5,0.1189,7.35,96.53
41920,TRAIN_041920,WH_073,SC_02286,142.0,352.0,6.96,0.0423,0.2606,0.0211,0.4485,38,25,0,0.6032,75.7,0.0,52.74,20.93,0.0317,0.0,0.0,94.23,0.1587,5.0,3.0,0.0,,0.0074,,0.1374,79.04798032440043,16.62,27.0,4.0,28.5,48.4,17.1,700.0,55.9,0.6907,0.0831,8.8,,21.5,209.0,,,7.7,43.0,96.5,2.0,0.9012,59.0,0.7385,3.0,21.0,7.0,0.557,1.31,2026.0,9.08,,0.8489,23.0,,0.3676,0.2527,0.1946,-16.9,6.01,44.6,85.8,46.7,8.53,77.2,114.0,0.9383,84.8,62.6,2.0,83.7,3.63,0.6871,0.2766,6.31,0.2303,6.07,0.1499,24.8,,80.6,0.0351,4.17,95.45
134458,TRAIN_134458,WH_023,SC_08879,121.0,64.0,1.31,0.2397,0.3471,0.0,0.5367,16,52,0,0.2353,5.27,0.0,65.71,17.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0577,11.34451370394922,16.06,39.9,3.0,-5.0,0.0,11.2,690.0,,1.0,0.0065,31.0,1147.0,32.6,100.0,,-51.2,29.6,27.0,80.9,19.0,0.9839,83.5,,16.0,18.0,2.0,0.5083,1.8,919.0,14.07,2.63,0.656,5.0,,,0.0746,0.1599,-23.1,2.8,33.7,75.4,18.0,4.88,83.2,239.0,,90.7,2.2,2.89,90.1,5.82,0.741,0.2113,8.76,0.0342,,,18.6,6.68,90.4,0.1369,4.55,93.52
114931,TRAIN_114931,WH_202,SC_09802,18.0,76.0,8.11,0.0556,0.1111,0.0556,0.4583,6,38,0,0.1364,10.23,0.0,60.83,19.4,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0621,3.67087564481066,25.22,31.7,4.0,10.8,15.7,1.6,630.0,85.0,0.4374,,76.7,792.0,,429.0,0.0086,-59.1,4.9,79.0,79.7,6.0,0.9763,80.3,0.1026,4.0,31.0,0.0,0.1994,1.2,,11.18,2.63,0.9745,12.0,7.68,0.2058,0.2851,0.4431,-20.2,5.55,34.9,89.0,11.3,4.69,94.3,320.0,0.9341,85.5,40.5,0.6,74.6,1.01,0.451,0.4005,3.26,0.3406,3.61,0.0696,6.6,3.92,94.0,0.0361,9.33,93.5
115999,TRAIN_115999,WH_066,SC_01831,249.0,314.0,3.95,0.1968,0.2369,0.1566,,14,0,18,0.4375,40.27,,33.77,28.74,0.4688,0.0,0.0,27.02,,2.0,,2.0,2.07,,0.9667,0.0738,31.162836172405235,27.12,63.4,6.0,24.7,36.6,10.0,468.0,72.8,0.0575,0.0724,31.4,573.0,40.0,,0.0388,-51.8,33.0,96.0,81.0,4.0,,86.7,0.0,,34.0,6.0,0.2579,1.1,4240.0,6.35,3.75,,26.0,5.89,0.2185,0.2556,0.4858,-19.3,3.66,32.6,75.8,22.2,,93.4,,0.9375,76.0,53.8,,,4.68,0.5239,0.4284,6.22,0.2857,9.34,,21.3,,78.3,0.1553,7.72,93.22
24070,TRAIN_024070,WH_300,SC_07373,94.0,68.0,1.57,0.0319,0.1064,0.0106,,8,0,6,0.5714,105.76,0.0,52.03,17.97,0.0714,0.0,0.0,39.47,0.5714,0.0,,0.0,0.0,0.1888,0.1,0.1126,42.99819904239942,26.03,38.1,0.0,38.3,30.1,24.6,732.0,75.3,0.0574,0.0063,65.5,409.0,40.1,98.0,0.0186,-38.9,24.9,77.0,,17.0,0.9345,87.4,0.8204,16.0,16.0,6.0,0.2268,2.33,1804.0,1.78,3.0,0.8145,15.0,,0.4216,0.1831,0.1021,-24.6,,46.5,86.5,25.4,8.66,93.5,50.0,0.9081,72.8,21.0,,53.8,3.36,0.3499,0.6374,7.26,0.1046,2.86,0.1269,1.4,,87.7,0.0464,6.25,97.09
16021,TRAIN_016021,WH_163,SC_09764,274.0,50.0,1.63,,,,0.8718,10,1,10,0.4762,,0.0,46.34,30.0,0.3333,3.0,7.5,25.73,0.1905,1.0,2.0,1.0,3.79,0.1267,0.2917,0.0733,29.72481155613267,27.18,45.2,0.0,,31.9,24.4,776.0,77.4,,0.0098,64.8,693.0,7.6,424.0,,-47.9,21.8,106.0,82.7,19.0,0.9485,68.9,0.2093,17.0,31.0,7.0,0.4463,2.05,3907.0,11.9,2.5,0.8521,13.0,6.83,0.6749,0.0529,0.3091,-2.9,0.69,40.5,,44.9,,95.6,200.0,0.8867,80.7,12.7,,95.5,2.4,0.7715,,10.32,0.2557,1.8,0.0744,6.5,5.26,82.4,,4.63,95.47
88446,TRAIN_088446,WH_251,SC_04966,189.0,29.0,1.35,0.3228,0.1376,0.1111,0.8759,48,13,2,0.7619,119.83,,60.06,,0.0159,0.0,0.0,2.96,0.0159,1.0,0.0,1.0,2.55,,1.0,0.0451,18.455704729067907,,21.1,6.0,3.7,25.7,16.9,528.0,55.5,0.3133,0.0228,29.8,,5.0,406.0,0.038,,40.6,61.0,74.3,,0.9581,56.8,,10.0,,5.0,0.3046,0.71,,4.83,4.98,0.7311,21.0,2.01,0.5513,0.2175,0.3294,,5.63,,70.9,29.1,5.63,78.4,81.0,0.9035,73.0,19.8,0.79,76.4,3.03,0.6552,0.6836,2.7,0.113,9.29,0.1334,28.5,,72.7,0.1895,1.2,
193757,TRAIN_193757,WH_147,SC_09140,102.0,99.0,4.86,0.2255,0.3235,0.2941,0.7762,38,0,30,0.5588,65.76,,25.61,23.84,0.6176,13.0,15.58,67.16,0.25,1.0,3.0,,2.01,0.1194,,0.1842,38.60831077847758,17.56,54.4,5.0,15.0,3.2,15.6,738.0,61.9,0.3194,0.0801,73.7,529.0,79.0,417.0,0.0223,-47.8,16.8,87.0,88.6,11.0,,62.5,0.8919,6.0,,,0.2954,,1199.0,9.85,4.56,0.9433,19.0,15.93,0.5972,0.274,0.275,-12.7,6.8,,,42.7,1.44,,261.0,0.9059,,76.0,4.03,,6.57,0.4075,0.4666,4.45,,1.75,0.1386,12.5,6.41,89.8,0.0782,13.55,92.08
217545,TRAIN_217545,WH_288,SC_05806,2.0,9.0,5.5,0.0,0.0,0.0,,1,52,0,0.0189,23.83,0.0,56.88,15.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.007,0.0922,6.353735095922389,,47.6,6.0,21.1,,19.2,,75.8,0.5365,0.0734,100.0,997.0,,390.0,0.0368,-51.2,27.4,,99.3,17.0,0.9718,50.0,0.4284,13.0,8.0,3.0,0.2903,1.51,1432.0,8.33,,0.754,1.0,5.79,0.2309,,0.4267,-20.6,6.06,44.0,76.2,29.9,,84.1,151.0,0.9218,,45.7,3.24,82.5,4.17,0.7126,0.6604,3.85,0.3562,3.61,,14.0,6.88,98.4,0.1007,9.41,100.0
169328,TRAIN_169328,WH_276,SC_02498,18.0,22.0,1.83,0.0,0.1667,0.1111,0.283,3,50,0,0.0566,32.19,,65.45,18.63,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358,0.075,0.0231,5.083048208195013,,42.7,0.0,33.8,29.3,9.3,298.0,61.0,0.0242,0.0486,22.0,797.0,30.6,419.0,0.0391,-80.0,36.8,114.0,71.3,8.0,0.9091,93.5,0.4676,,25.0,3.0,0.2923,1.64,216.0,11.91,1.26,0.9076,3.0,,0.0493,0.2856,0.1893,-11.0,1.51,27.7,85.8,46.6,9.15,98.1,298.0,0.9414,74.2,31.7,1.63,77.1,4.45,0.7927,0.4377,7.55,0.0664,6.48,0.0606,15.6,15.95,,0.1192,5.44,93.92
